Dates;Category;Customer
22.02.2021 22:20;BOTNET;OFFICE OF THE PRIME-MINISTER
22.02.2021 15:25;SPAM;SUPREME COURT
22.02.2021 11:51;SPAM;AKIMAT OF THE NUR-SULTAN
22.02.2021 11:45;MALWARE;SUPREME COURT
22.02.2021 3:31;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
22.02.2021 2:46;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
21.02.2021 23:52;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
21.02.2021 23:47;UNAUTHORIZED ACCESS;PARLIAMENT
21.02.2021 23:40;MALWARE;OFFICE OF THE PRESIDENT
21.02.2021 23:00;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
21.02.2021 22:30;MALWARE;MINISTRY OF DEFENCE
21.02.2021 21:30;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
21.02.2021 21:22;PHISHING;HOUSE OF MINISTRIES
21.02.2021 20:00;PHISHING;SUPREME COURT
21.02.2021 19:30;NETWORK ATTACK;HOUSE OF MINISTRIES
21.02.2021 16:02;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
21.02.2021 15:30;SPAM;AKIMAT OF THE NUR-SULTAN
21.02.2021 14:36;SPAM;AKIMAT OF THE NUR-SULTAN
21.02.2021 12:00;SPAM;OFFICE OF THE PRESIDENT
21.02.2021 11:40;SPAM;POLICE DEPARTMENT
21.02.2021 10:35;RANSOMWARE;POLICE DEPARTMENT
21.02.2021 4:37;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
21.02.2021 3:29;UNAUTHORIZED ACCESS;SUPREME COURT
21.02.2021 1:39;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
21.02.2021 1:30;MALWARE;AKIMAT OF THE NUR-SULTAN
21.02.2021 0:05;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
20.02.2021 23:47;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
20.02.2021 23:45;DDOS;POLICE DEPARTMENT
20.02.2021 23:19;PHISHING;AKIMAT OF THE NUR-SULTAN
20.02.2021 23:10;DDOS;AKIMAT OF THE NUR-SULTAN
20.02.2021 21:45;PHISHING;POLICE DEPARTMENT
20.02.2021 20:00;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
20.02.2021 15:30;PHISHING;AKIMAT OF THE NUR-SULTAN
20.02.2021 15:00;PHISHING;AKIMAT OF THE NUR-SULTAN
20.02.2021 13:40;DDOS;OFFICE OF THE PRIME-MINISTER
20.02.2021 10:15;PHISHING;HOUSE OF MINISTRIES
20.02.2021 9:30;DDOS;HOUSE OF MINISTRIES
20.02.2021 1:06;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
20.02.2021 0:33;PHISHING;AKIMAT OF THE NUR-SULTAN
19.02.2021 20:17;MALWARE;OFFICE OF THE PRIME-MINISTER
19.02.2021 19:32;RANSOMWARE;POLICE DEPARTMENT
19.02.2021 18:30;PHISHING;HOUSE OF MINISTRIES
19.02.2021 15:36;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
19.02.2021 14:30;SPAM;POLICE DEPARTMENT
19.02.2021 11:44;PHISHING;SUPREME COURT
19.02.2021 11:00;RANSOMWARE;MINISTRY OF DIGITAL DEVELOPMENT
18.02.2021 23:15;SPAM;MINISTRY OF DEFENCE
18.02.2021 22:24;SPAM;E-GOV DATA CENTER
18.02.2021 22:19;PHISHING;POLICE DEPARTMENT
18.02.2021 19:00;SECURITY SYSTEM FAULT;SUPREME COURT
18.02.2021 16:37;NETWORK ATTACK;HOUSE OF MINISTRIES
18.02.2021 15:15;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
18.02.2021 15:00;MALWARE;OFFICE OF THE PRIME-MINISTER
18.02.2021 14:42;PHISHING;POLICE DEPARTMENT
18.02.2021 11:31;BOTNET;HOUSE OF MINISTRIES
18.02.2021 10:49;SPAM;POLICE DEPARTMENT
18.02.2021 10:02;BOTNET;POLICE DEPARTMENT
18.02.2021 10:02;MALWARE;POLICE DEPARTMENT
18.02.2021 4:09;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
18.02.2021 0:41;PHISHING;MINISTRY OF DEFENCE
18.02.2021 0:01;BOTNET;SUPREME COURT
17.02.2021 22:00;PHISHING;E-GOV DATA CENTER
17.02.2021 19:45;MALWARE;SUPREME COURT
17.02.2021 19:23;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
17.02.2021 17:40;PHISHING;POLICE DEPARTMENT
17.02.2021 16:24;PHISHING;OFFICE OF THE PRIME-MINISTER
17.02.2021 3:30;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
17.02.2021 2:15;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
17.02.2021 2:14;SPAM;HOUSE OF MINISTRIES
17.02.2021 0:33;MALWARE;MINISTRY OF DEFENCE
16.02.2021 22:56;PHISHING;HOUSE OF MINISTRIES
16.02.2021 22:18;NETWORK ATTACK;HOUSE OF MINISTRIES
16.02.2021 21:10;SPAM;MINISTRY OF DEFENCE
16.02.2021 20:46;PHISHING;POLICE DEPARTMENT
16.02.2021 19:30;RANSOMWARE;POLICE DEPARTMENT
16.02.2021 19:06;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
16.02.2021 18:53;MALWARE;AKIMAT OF THE NUR-SULTAN
16.02.2021 16:05;DDOS;E-GOV DATA CENTER
16.02.2021 13:05;PHISHING;POLICE DEPARTMENT
16.02.2021 13:02;DDOS;SUPREME COURT
16.02.2021 13:02;DDOS;SUPREME COURT
16.02.2021 10:00;BOTNET;POLICE DEPARTMENT
16.02.2021 10:00;MALWARE;POLICE DEPARTMENT
16.02.2021 6:54;SPAM;AKIMAT OF THE NUR-SULTAN
16.02.2021 4:34;NETWORK ATTACK;PARLIAMENT
08.02.2021 22:25;DDOS;POLICE DEPARTMENT
08.02.2021 22:00;RANSOMWARE;MINISTRY OF DEFENCE
08.02.2021 18:43;SPAM;POLICE DEPARTMENT
08.02.2021 14:15;PHISHING;E-GOV DATA CENTER
08.02.2021 13:05;SPAM;POLICE DEPARTMENT
08.02.2021 12:36;SPAM;AKIMAT OF THE NUR-SULTAN
08.02.2021 12:30;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
08.02.2021 12:30;NETWORK ATTACK;MINISTRY OF DIGITAL DEVELOPMENT
08.02.2021 10:04;PHISHING;SUPREME COURT
08.02.2021 9:30;DDOS;HOUSE OF MINISTRIES
08.02.2021 7:15;PHISHING;HOUSE OF MINISTRIES
08.02.2021 7:10;SECURITY SYSTEM FAULT;SUPREME COURT
08.02.2021 7:10;SECURITY SYSTEM FAULT;SUPREME COURT
08.02.2021 1:50;MALWARE;AKIMAT OF THE NUR-SULTAN
08.02.2021 1:30;SPAM;PARLIAMENT
07.02.2021 23:22;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
07.02.2021 16:57;SPAM;OFFICE OF THE PRIME-MINISTER
07.02.2021 15:46;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
07.02.2021 12:06;MALWARE;AKIMAT OF THE NUR-SULTAN
07.02.2021 9:26;SPAM;HOUSE OF MINISTRIES
07.02.2021 9:00;PHISHING;POLICE DEPARTMENT
07.02.2021 8:00;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
07.02.2021 6:15;BOTNET;PARLIAMENT
06.02.2021 23:55;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
06.02.2021 22:35;SPAM;E-GOV DATA CENTER
06.02.2021 21:35;MALWARE;PARLIAMENT
06.02.2021 21:00;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
06.02.2021 18:37;PHISHING;POLICE DEPARTMENT
06.02.2021 16:42;BOTNET;POLICE DEPARTMENT
06.02.2021 16:18;SPAM;HOUSE OF MINISTRIES
06.02.2021 16:00;INTERNAL OFFENER;SUPREME COURT
06.02.2021 14:10;SPAM;E-GOV DATA CENTER
06.02.2021 13:40;SPAM;AKIMAT OF THE NUR-SULTAN
06.02.2021 11:45;BOTNET;AKIMAT OF THE NUR-SULTAN
06.02.2021 8:16;UNAUTHORIZED ACCESS;MINISTRY OF DEFENCE
06.02.2021 7:45;SPAM;HOUSE OF MINISTRIES
06.02.2021 1:21;PHISHING;E-GOV DATA CENTER
05.02.2021 21:59;SPAM;HOUSE OF MINISTRIES
05.02.2021 21:44;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
05.02.2021 21:29;MALWARE;SUPREME COURT
05.02.2021 15:57;MALWARE;AKIMAT OF THE NUR-SULTAN
05.02.2021 14:25;SPAM;HOUSE OF MINISTRIES
05.02.2021 12:00;SPAM;HOUSE OF MINISTRIES
05.02.2021 10:23;BOTNET;HOUSE OF MINISTRIES
05.02.2021 7:38;SPAM;OFFICE OF THE PRESIDENT
04.02.2021 19:15;PHISHING;SUPREME COURT
04.02.2021 16:50;PHISHING;POLICE DEPARTMENT
04.02.2021 15:15;BOTNET;HOUSE OF MINISTRIES
04.02.2021 14:00;PHISHING;AKIMAT OF THE NUR-SULTAN
04.02.2021 14:00;SPAM;OFFICE OF THE PRIME-MINISTER
04.02.2021 12:23;BOTNET;POLICE DEPARTMENT
04.02.2021 12:23;MALWARE;POLICE DEPARTMENT
04.02.2021 11:10;BOTNET;AKIMAT OF THE NUR-SULTAN
04.02.2021 10:13;SPAM;E-GOV DATA CENTER
04.02.2021 8:05;SPAM;PARLIAMENT
04.02.2021 7:00;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
04.02.2021 0:47;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
03.02.2021 21:37;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
03.02.2021 18:00;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
03.02.2021 15:59;DDOS;MINISTRY OF DEFENCE
03.02.2021 14:01;MALWARE;PARLIAMENT
03.02.2021 13:15;MALWARE;MINISTRY OF DIGITAL DEVELOPMENT
03.02.2021 13:15;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
03.02.2021 12:00;SPAM;POLICE DEPARTMENT
03.02.2021 11:49;BOTNET;POLICE DEPARTMENT
03.02.2021 11:49;MALWARE;POLICE DEPARTMENT
03.02.2021 5:08;SECURITY SYSTEM FAULT;SUPREME COURT
03.02.2021 2:20;NETWORK ATTACK;HOUSE OF MINISTRIES
02.02.2021 23:20;SPAM;AKIMAT OF THE NUR-SULTAN
02.02.2021 22:17;PHISHING;SUPREME COURT
02.02.2021 21:30;DDOS;E-GOV DATA CENTER
02.02.2021 20:30;SECURITY SYSTEM FAULT;SUPREME COURT
02.02.2021 18:15;NETWORK ATTACK;MINISTRY OF DIGITAL DEVELOPMENT
02.02.2021 15:15;SPAM;AKIMAT OF THE NUR-SULTAN
02.02.2021 14:46;PHISHING;AKIMAT OF THE NUR-SULTAN
02.02.2021 12:56;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
02.02.2021 12:00;MALWARE;POLICE DEPARTMENT
02.02.2021 12:00;RANSOMWARE;MINISTRY OF DIGITAL DEVELOPMENT
02.02.2021 11:06;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
02.02.2021 10:20;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
02.02.2021 10:05;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
02.02.2021 8:00;INTERNAL OFFENER;AKIMAT OF THE NUR-SULTAN
02.02.2021 7:40;SPAM;HOUSE OF MINISTRIES
02.02.2021 2:25;BOTNET;MINISTRY OF DIGITAL DEVELOPMENT
02.02.2021 2:06;SECURITY SYSTEM FAULT;SUPREME COURT
25.01.2021 18:00;SPAM;POLICE DEPARTMENT
25.01.2021 14:50;BOTNET;OFFICE OF THE PRIME-MINISTER
25.01.2021 14:10;SPAM;MINISTRY OF DEFENCE
25.01.2021 14:10;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
25.01.2021 12:25;SPAM;OFFICE OF THE PRIME-MINISTER
25.01.2021 10:59;MALWARE;AKIMAT OF THE NUR-SULTAN
25.01.2021 7:00;SPAM;POLICE DEPARTMENT
25.01.2021 0:17;SPAM;E-GOV DATA CENTER
24.01.2021 23:50;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
24.01.2021 22:30;SPAM;POLICE DEPARTMENT
24.01.2021 21:06;SPAM;OFFICE OF THE PRIME-MINISTER
24.01.2021 21:06;SPAM;OFFICE OF THE PRIME-MINISTER
24.01.2021 21:05;PHISHING;POLICE DEPARTMENT
24.01.2021 20:06;UNAUTHORIZED ACCESS;OFFICE OF THE PRIME-MINISTER
24.01.2021 18:09;SPAM;HOUSE OF MINISTRIES
24.01.2021 17:00;INTERNAL OFFENER;OFFICE OF THE PRIME-MINISTER
24.01.2021 10:45;SPAM;E-GOV DATA CENTER
24.01.2021 4:00;DDOS;PARLIAMENT
24.01.2021 2:36;PHISHING;MINISTRY OF DEFENCE
24.01.2021 2:15;DDOS;PARLIAMENT
24.01.2021 2:03;MALWARE;AKIMAT OF THE NUR-SULTAN
24.01.2021 1:00;MALWARE;E-GOV DATA CENTER
24.01.2021 0:13;UNAUTHORIZED ACCESS;POLICE DEPARTMENT
23.01.2021 23:00;RANSOMWARE;E-GOV DATA CENTER
23.01.2021 22:00;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
23.01.2021 21:33;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
23.01.2021 17:49;SPAM;HOUSE OF MINISTRIES
23.01.2021 15:36;WEBSITE UNAVAILABILITY;OFFICE OF THE PRESIDENT
23.01.2021 15:36;MALWARE;OFFICE OF THE PRESIDENT
23.01.2021 14:05;SPAM;AKIMAT OF THE NUR-SULTAN
23.01.2021 12:58;PHISHING;POLICE DEPARTMENT
23.01.2021 9:46;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
23.01.2021 2:58;SPAM;SUPREME COURT
23.01.2021 1:55;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
23.01.2021 1:48;SPAM;HOUSE OF MINISTRIES
22.01.2021 20:00;DDOS;POLICE DEPARTMENT
22.01.2021 17:07;PHISHING;SUPREME COURT
22.01.2021 12:22;INTERNAL OFFENER;HOUSE OF MINISTRIES
22.01.2021 9:36;SPAM;AKIMAT OF THE NUR-SULTAN
22.01.2021 7:55;BOTNET;POLICE DEPARTMENT
22.01.2021 7:40;SPAM;HOUSE OF MINISTRIES
22.01.2021 7:30;SPAM;POLICE DEPARTMENT
22.01.2021 7:12;BOTNET;AKIMAT OF THE NUR-SULTAN
22.01.2021 7:12;SPAM;AKIMAT OF THE NUR-SULTAN
22.01.2021 1:59;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
22.01.2021 0:16;NETWORK ATTACK;HOUSE OF MINISTRIES
21.01.2021 23:52;PHISHING;OFFICE OF THE PRIME-MINISTER
21.01.2021 21:51;PHISHING;AKIMAT OF THE NUR-SULTAN
21.01.2021 21:42;MALWARE;HOUSE OF MINISTRIES
21.01.2021 21:10;MALWARE;PARLIAMENT
21.01.2021 20:39;UNAUTHORIZED ACCESS;E-GOV DATA CENTER
21.01.2021 14:00;INTERNAL OFFENER;MINISTRY OF DEFENCE
21.01.2021 9:31;SPAM;AKIMAT OF THE NUR-SULTAN
21.01.2021 8:50;NETWORK ATTACK;HOUSE OF MINISTRIES
21.01.2021 7:30;RANSOMWARE;SUPREME COURT
21.01.2021 4:00;PHISHING;AKIMAT OF THE NUR-SULTAN
21.01.2021 1:28;PHISHING;POLICE DEPARTMENT
20.01.2021 21:10;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
20.01.2021 20:02;PHISHING;E-GOV DATA CENTER
20.01.2021 18:59;INTERNAL OFFENER;PARLIAMENT
20.01.2021 16:00;SPAM;HOUSE OF MINISTRIES
20.01.2021 15:55;SPAM;POLICE DEPARTMENT
20.01.2021 15:30;SPAM;POLICE DEPARTMENT
20.01.2021 14:29;NETWORK ATTACK;E-GOV DATA CENTER
20.01.2021 13:19;SPAM;HOUSE OF MINISTRIES
20.01.2021 10:55;INTERNAL OFFENER;SUPREME COURT
20.01.2021 10:52;PHISHING;HOUSE OF MINISTRIES
20.01.2021 10:39;BOTNET;PARLIAMENT
20.01.2021 10:15;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
20.01.2021 8:00;BOTNET;AKIMAT OF THE NUR-SULTAN
20.01.2021 7:00;SPAM;OFFICE OF THE PRIME-MINISTER
20.01.2021 3:01;SECURITY SYSTEM FAULT;AKIMAT OF THE NUR-SULTAN
20.01.2021 3:00;SPAM;OFFICE OF THE PRIME-MINISTER
20.01.2021 1:20;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
20.01.2021 0:30;PHISHING;POLICE DEPARTMENT
20.01.2021 0:30;PHISHING;POLICE DEPARTMENT
19.01.2021 23:57;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
19.01.2021 23:51;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
19.01.2021 23:27;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
19.01.2021 23:15;DDOS;AKIMAT OF THE NUR-SULTAN
19.01.2021 20:38;BOTNET;HOUSE OF MINISTRIES
19.01.2021 20:30;SPAM;POLICE DEPARTMENT
19.01.2021 18:15;INTERNAL OFFENER;AKIMAT OF THE NUR-SULTAN
19.01.2021 18:00;PHISHING;POLICE DEPARTMENT
19.01.2021 13:00;PHISHING;POLICE DEPARTMENT
19.01.2021 12:47;BOTNET;SUPREME COURT
19.01.2021 10:40;SPAM;POLICE DEPARTMENT
19.01.2021 8:00;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
19.01.2021 7:37;PHISHING;HOUSE OF MINISTRIES
19.01.2021 6:00;SPAM;PARLIAMENT
19.01.2021 5:30;SPAM;E-GOV DATA CENTER
19.01.2021 5:30;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
19.01.2021 4:34;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
19.01.2021 3:45;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
19.01.2021 3:37;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
19.01.2021 3:00;BOTNET;AKIMAT OF THE NUR-SULTAN
19.01.2021 2:57;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
19.01.2021 2:21;UNAUTHORIZED ACCESS;SUPREME COURT
19.01.2021 0:50;BOTNET;OFFICE OF THE PRESIDENT
19.01.2021 0:12;SPAM;HOUSE OF MINISTRIES
11.01.2021 22:45;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
11.01.2021 20:19;SPAM;E-GOV DATA CENTER
11.01.2021 20:15;DDOS;AKIMAT OF THE NUR-SULTAN
11.01.2021 15:15;PHISHING;MINISTRY OF DEFENCE
11.01.2021 9:31;MALWARE;PARLIAMENT
11.01.2021 9:31;BOTNET;PARLIAMENT
11.01.2021 8:15;PHISHING;MINISTRY OF DIGITAL DEVELOPMENT
11.01.2021 4:45;MALWARE;SUPREME COURT
11.01.2021 3:27;UNAUTHORIZED ACCESS;OFFICE OF THE PRESIDENT
11.01.2021 3:10;MALWARE;SUPREME COURT
11.01.2021 2:38;NETWORK ATTACK;MINISTRY OF DEFENCE
11.01.2021 2:06;BOTNET;AKIMAT OF THE NUR-SULTAN
11.01.2021 1:00;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
10.01.2021 23:51;MALWARE;HOUSE OF MINISTRIES
10.01.2021 23:25;BOTNET;POLICE DEPARTMENT
10.01.2021 22:40;BOTNET;E-GOV DATA CENTER
10.01.2021 21:17;PHISHING;SUPREME COURT
10.01.2021 21:00;SPAM;E-GOV DATA CENTER
10.01.2021 19:43;SPAM;OFFICE OF THE PRESIDENT
10.01.2021 19:33;MALWARE;HOUSE OF MINISTRIES
10.01.2021 19:10;PHISHING;E-GOV DATA CENTER
10.01.2021 18:30;PHISHING;POLICE DEPARTMENT
10.01.2021 16:00;PHISHING;AKIMAT OF THE NUR-SULTAN
10.01.2021 15:23;MALWARE;AKIMAT OF THE NUR-SULTAN
10.01.2021 11:50;WEBSITE UNAVAILABILITY;OFFICE OF THE PRIME-MINISTER
10.01.2021 9:20;SPAM;HOUSE OF MINISTRIES
10.01.2021 5:04;PHISHING;POLICE DEPARTMENT
10.01.2021 1:00;DDOS;AKIMAT OF THE NUR-SULTAN
10.01.2021 0:56;MALWARE;POLICE DEPARTMENT
10.01.2021 0:01;DDOS;E-GOV DATA CENTER
09.01.2021 23:00;SPAM;AKIMAT OF THE NUR-SULTAN
09.01.2021 22:05;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
09.01.2021 20:30;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
09.01.2021 20:00;PHISHING;E-GOV DATA CENTER
09.01.2021 20:00;SPAM;PARLIAMENT
09.01.2021 18:10;MALWARE;AKIMAT OF THE NUR-SULTAN
09.01.2021 18:05;PHISHING;HOUSE OF MINISTRIES
09.01.2021 15:45;BOTNET;HOUSE OF MINISTRIES
09.01.2021 15:10;MALWARE;MINISTRY OF DEFENCE
09.01.2021 14:32;SPAM;MINISTRY OF DEFENCE
09.01.2021 13:30;MALWARE;POLICE DEPARTMENT
09.01.2021 12:20;BOTNET;MINISTRY OF DEFENCE
09.01.2021 10:16;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
09.01.2021 8:40;SPAM;MINISTRY OF DEFENCE
09.01.2021 3:09;SPAM;MINISTRY OF DEFENCE
09.01.2021 0:38;UNAUTHORIZED ACCESS;MINISTRY OF DIGITAL DEVELOPMENT
08.01.2021 23:57;PHISHING;E-GOV DATA CENTER
08.01.2021 21:55;MALWARE;E-GOV DATA CENTER
08.01.2021 20:00;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
08.01.2021 18:35;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
08.01.2021 15:05;BOTNET;MINISTRY OF DEFENCE
08.01.2021 13:34;SPAM;PARLIAMENT
08.01.2021 12:28;DDOS;AKIMAT OF THE NUR-SULTAN
08.01.2021 12:15;MALWARE;POLICE DEPARTMENT
08.01.2021 11:26;PHISHING;POLICE DEPARTMENT
08.01.2021 10:13;PHISHING;OFFICE OF THE PRIME-MINISTER
08.01.2021 10:00;INTERNAL OFFENER;OFFICE OF THE PRESIDENT
08.01.2021 9:40;SPAM;POLICE DEPARTMENT
08.01.2021 9:38;SPAM;AKIMAT OF THE NUR-SULTAN
08.01.2021 8:30;SPAM;MINISTRY OF DEFENCE
08.01.2021 7:22;BOTNET;AKIMAT OF THE NUR-SULTAN
08.01.2021 7:01;SPAM;AKIMAT OF THE NUR-SULTAN
08.01.2021 7:00;SPAM;POLICE DEPARTMENT
08.01.2021 2:45;SPAM;AKIMAT OF THE NUR-SULTAN
07.01.2021 21:10;SECURITY SYSTEM FAULT;OFFICE OF THE PRIME-MINISTER
07.01.2021 20:28;SECURITY SYSTEM FAULT;PARLIAMENT
07.01.2021 18:35;SPAM;AKIMAT OF THE NUR-SULTAN
07.01.2021 17:00;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
07.01.2021 11:49;SPAM;MINISTRY OF DEFENCE
07.01.2021 10:10;BOTNET;HOUSE OF MINISTRIES
07.01.2021 8:50;SPAM;AKIMAT OF THE NUR-SULTAN
07.01.2021 8:50;BOTNET;AKIMAT OF THE NUR-SULTAN
07.01.2021 7:30;SPAM;POLICE DEPARTMENT
07.01.2021 3:00;DDOS;PARLIAMENT
06.01.2021 19:55;PHISHING;HOUSE OF MINISTRIES
06.01.2021 14:00;SPAM;PARLIAMENT
06.01.2021 13:49;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
06.01.2021 6:23;SPAM;E-GOV DATA CENTER
06.01.2021 3:20;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
06.01.2021 1:21;MALWARE;HOUSE OF MINISTRIES
05.01.2021 21:17;SPAM;AKIMAT OF THE NUR-SULTAN
05.01.2021 20:30;PHISHING;POLICE DEPARTMENT
05.01.2021 20:10;SECURITY SYSTEM FAULT;E-GOV DATA CENTER
05.01.2021 17:52;MALWARE;HOUSE OF MINISTRIES
05.01.2021 16:50;SECURITY SYSTEM FAULT;MINISTRY OF DEFENCE
05.01.2021 15:25;PHISHING;POLICE DEPARTMENT
05.01.2021 14:30;BOTNET;SUPREME COURT
05.01.2021 11:20;SPAM;AKIMAT OF THE NUR-SULTAN
05.01.2021 11:20;BOTNET;AKIMAT OF THE NUR-SULTAN
05.01.2021 5:56;SPAM;MINISTRY OF DEFENCE
05.01.2021 5:56;BOTNET;MINISTRY OF DEFENCE
05.01.2021 5:30;SECURITY SYSTEM FAULT;HOUSE OF MINISTRIES
05.01.2021 4:29;SPAM;MINISTRY OF DEFENCE
05.01.2021 1:59;PHISHING;HOUSE OF MINISTRIES
05.01.2021 1:18;DDOS;MINISTRY OF DIGITAL DEVELOPMENT
05.01.2021 0:58;UNAUTHORIZED ACCESS;HOUSE OF MINISTRIES
05.01.2021 0:25;SECURITY SYSTEM FAULT;POLICE DEPARTMENT
28.12.2020 14:36;PHISHING;AKIMAT OF THE NUR-SULTAN
28.12.2020 14:00;PHISHING;HOUSE OF MINISTRIES
28.12.2020 13:30;SPAM;OFFICE OF THE PRIME-MINISTER
28.12.2020 11:16;SPAM;AKIMAT OF THE NUR-SULTAN
28.12.2020 11:15;BOTNET;MINISTRY OF DEFENCE
28.12.2020 10:24;PHISHING;E-GOV DATA CENTER
28.12.2020 7:30;SPAM;E-GOV DATA CENTER
28.12.2020 7:10;MALWARE;E-GOV DATA CENTER
28.12.2020 3:35;SPAM;HOUSE OF MINISTRIES
28.12.2020 0:52;PHISHING;SUPREME COURT
27.12.2020 18:18;PHISHING;SUPREME COURT
27.12.2020 17:30;RANSOMWARE;AKIMAT OF THE NUR-SULTAN
27.12.2020 12:34;PHISHING;AKIMAT OF THE NUR-SULTAN
27.12.2020 6:16;UNAUTHORIZED ACCESS;AKIMAT OF THE NUR-SULTAN
27.12.2020 4:00;SPAM;AKIMAT OF THE NUR-SULTAN
27.12.2020 3:13;PHISHING;AKIMAT OF THE NUR-SULTAN
27.12.2020 2:03;BOTNET;MINISTRY OF DEFENCE
27.12.2020 0:01;MALWARE;E-GOV DATA CENTER
26.12.2020 23:50;SPAM;POLICE DEPARTMENT
26.12.2020 22:30;PHISHING;HOUSE OF MINISTRIES
26.12.2020 22:29;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
26.12.2020 21:30;INTERNAL OFFENER;SUPREME COURT
26.12.2020 21:20;NETWORK ATTACK;OFFICE OF THE PRIME-MINISTER
26.12.2020 21:00;WEBSITE UNAVAILABILITY;MINISTRY OF DEFENCE
26.12.2020 14:28;PHISHING;AKIMAT OF THE NUR-SULTAN
26.12.2020 5:00;INTERNAL OFFENER;MINISTRY OF DIGITAL DEVELOPMENT
26.12.2020 4:50;SPAM;HOUSE OF MINISTRIES
26.12.2020 2:55;DDOS;E-GOV DATA CENTER
25.12.2020 21:47;UNAUTHORIZED ACCESS;SUPREME COURT
25.12.2020 21:32;PHISHING;HOUSE OF MINISTRIES
25.12.2020 20:41;PHISHING;POLICE DEPARTMENT
25.12.2020 16:50;SPAM;MINISTRY OF DEFENCE
25.12.2020 12:44;MALWARE;SUPREME COURT
25.12.2020 9:52;SECURITY SYSTEM FAULT;OFFICE OF THE PRESIDENT
25.12.2020 8:30;PHISHING;POLICE DEPARTMENT
25.12.2020 7:25;SECURITY SYSTEM FAULT;MINISTRY OF DIGITAL DEVELOPMENT
25.12.2020 5:00;SPAM;MINISTRY OF DIGITAL DEVELOPMENT
